Last Updated,FIPS,County Name,State,Country,Total Confirmed Cases,Total Confirmed Deaths,Location,|||
3/22/20 23:45,39049.0,Franklin,Ohio,US,34,0,"Franklin, Ohio, US",|||
2020-03-23 23:19:34,39049.0,Franklin,Ohio,US,44,2,"Franklin, Ohio, US",|||
2020-03-24 23:37:31,39049.0,Franklin,Ohio,US,75,2,"Franklin, Ohio, US",|||
2020-03-25 23:33:19,39049.0,Franklin,Ohio,US,88,2,"Franklin, Ohio, US",|||
2020-03-26 23:48:35,39049.0,Franklin,Ohio,US,109,2,"Franklin, Ohio, US",|||
2020-03-27 22:14:55,39049.0,Franklin,Ohio,US,152,2,"Franklin, Ohio, US",|||
2020-03-28 23:05:37,39049.0,Franklin,Ohio,US,222,2,"Franklin, Ohio, US",|||
